Timestamp,Trade Price,Trade Volume,Best Bid,Bid Size,Best Ask,Ask Size,Upper Limit,Lower Limit,Turnover,Calc VWAP,Flow
2016-06-28T16:59:50.174,,,48.10,4,48.11,1,56.33,36.33,,,
2016-06-28T16:59:50.045,,,48.10,4,48.11,2,56.33,36.33,,,
2016-06-28T16:59:50.045,,,48.10,4,48.11,1,56.33,36.33,,,
2016-06-28T16:59:50.045,,,48.10,4,48.12,11,56.33,36.33,,,
2016-06-28T16:59:50.045,48.10,76,48.10,5,48.12,11,56.33,36.33,3655.60,47.93,35313.28
2016-06-28T16:59:48.585,,,48.10,5,48.12,11,56.33,36.33,,,
2016-06-28T16:59:47.114,,,48.10,5,48.12,14,56.33,36.33,,,
2016-06-28T16:59:45.665,,,48.10,3,48.12,14,56.33,36.33,,,
2016-06-28T16:59:45.514,,,48.10,3,48.12,15,56.33,36.33,,,
2016-06-28T16:59:45.514,,,48.10,2,48.12,15,56.33,36.33,,,
2016-06-28T16:59:45.175,,,48.10,1,48.12,15,56.33,36.33,,,
2016-06-28T16:59:45.145,,,48.09,3,48.12,15,56.33,36.33,,,
2016-06-28T16:59:45.145,,,48.09,3,48.12,16,56.33,36.33,,,
2016-06-28T16:59:45.145,,,48.09,3,48.12,17,56.33,36.33,,,
2016-06-28T16:59:45.145,,,48.09,4,48.12,17,56.33,36.33,,,
2016-06-28T16:59:45.145,,,48.10,1,48.12,17,56.33,36.33,,,
2016-06-28T16:59:45.145,,,48.09,3,48.12,17,56.33,36.33,,,
2016-06-28T16:59:45.145,,,48.09,3,48.12,18,56.33,36.33,,,
2016-06-28T16:59:45.145,,,48.09,3,48.11,6,56.33,36.33,,,
2016-06-28T16:59:45.145,48.12,1,48.09,3,48.10,1,56.33,36.33,48.12,47.93,38968.88
2016-06-28T16:59:45.145,48.11,6,48.09,3,48.10,1,56.33,36.33,288.66,47.93,38920.76
2016-06-28T16:59:45.145,48.10,1,48.09,3,48.10,1,56.33,36.33,48.10,47.93,38632.10
2016-06-28T16:59:44.805,,,48.09,3,48.10,1,56.33,36.33,,,
2016-06-28T16:59:44.274,,,48.09,4,48.10,1,56.33,36.33,,,
2016-06-28T16:59:44.274,,,48.09,4,48.11,6,56.33,36.33,,,
2016-06-28T16:59:44.274,48.11,2,48.09,4,48.11,8,56.33,36.33,96.22,47.93,38680.20
2016-06-28T16:59:43.225,,,48.09,4,48.11,8,56.33,36.33,,,
2016-06-28T16:59:43.185,,,48.09,3,48.11,8,56.33,36.33,,,
2016-06-28T16:59:43.185,,,48.09,2,48.11,8,56.33,36.33,,,
2016-06-28T16:59:43.175,48.10,2,48.09,2,48.10,2,56.33,36.33,96.20,47.93,38583.98
2016-06-28T16:59:42.695,,,48.09,2,48.10,2,56.33,36.33,,,
2016-06-28T16:59:42.695,,,48.09,3,48.10,2,56.33,36.33,,,
2016-06-28T16:59:42.395,,,48.09,2,48.10,2,56.33,36.33,,,
2016-06-28T16:59:42.395,,,48.09,1,48.10,2,56.33,36.33,,,
2016-06-28T16:59:42.375,48.10,1,48.09,1,48.10,3,56.33,36.33,48.10,47.93,38487.78
2016-06-28T16:59:41.735,,,48.09,1,48.10,3,56.33,36.33,,,
2016-06-28T16:59:41.446,,,48.09,1,48.10,2,56.33,36.33,,,
2016-06-28T16:59:41.386,,,48.09,2,48.10,2,56.33,36.33,,,
2016-06-28T16:59:41.386,,,48.09,1,48.10,2,56.33,36.33,,,
2016-06-28T16:59:41.376,48.10,2,48.09,1,48.10,4,56.33,36.33,96.20,47.93,38439.68
2016-06-28T16:59:40.456,,,48.09,1,48.10,4,56.33,36.33,,,
2016-06-28T16:59:40.445,,,48.09,1,48.10,5,56.33,36.33,,,
2016-06-28T16:59:39.926,,,48.09,1,48.10,6,56.33,36.33,,,
2016-06-28T16:59:39.926,,,48.09,1,48.09,1,56.33,36.33,,,
2016-06-28T16:59:39.915,48.09,1,48.07,7,48.09,1,56.33,36.33,48.09,47.93,38343.48
2016-06-28T16:59:39.915,,,48.07,7,48.09,1,56.33,36.33,,,
2016-06-28T16:59:39.344,,,48.07,6,48.09,1,56.33,36.33,,,
2016-06-28T16:59:38.866,,,48.08,1,48.09,1,56.33,36.33,,,
2016-06-28T16:59:38.866,,,48.07,6,48.09,1,56.33,36.33,,,
2016-06-28T16:59:38.845,48.09,2,48.07,6,48.09,3,56.33,36.33,96.18,47.93,38295.39
2016-06-28T16:59:37.945,,,48.07,6,48.09,3,56.33,36.33,,,
2016-06-28T16:59:37.916,,,48.07,6,48.09,2,56.33,36.33,,,
2016-06-28T16:59:37.916,,,48.07,6,48.09,1,56.33,36.33,,,
2016-06-28T16:59:37.916,48.08,4,48.08,3,48.09,1,56.33,36.33,192.32,47.93,38199.21
2016-06-28T16:59:37.126,,,48.08,3,48.09,1,56.33,36.33,,,
2016-06-28T16:59:36.606,,,48.08,4,48.09,1,56.33,36.33,,,
2016-06-28T16:59:36.606,,,48.08,3,48.09,1,56.33,36.33,,,
2016-06-28T16:59:36.596,48.09,1,48.08,3,48.09,2,56.33,36.33,48.09,47.93,38391.53
2016-06-28T16:59:35.999,,,48.08,3,48.09,2,56.33,36.33,,,
2016-06-28T16:59:32.999,,,48.08,2,48.09,2,56.33,36.33,,,
2016-06-28T16:59:32.999,,,48.08,3,48.09,2,56.33,36.33,,,
2016-06-28T16:59:32.226,,,48.08,3,48.10,2,56.33,36.33,,,
2016-06-28T16:59:31.515,,,48.08,2,48.10,2,56.33,36.33,,,
2016-06-28T16:59:31.515,,,48.08,1,48.10,2,56.33,36.33,,,
2016-06-28T16:59:30.876,,,48.08,3,48.10,2,56.33,36.33,,,
2016-06-28T16:59:30.876,,,48.08,4,48.10,2,56.33,36.33,,,
2016-06-28T16:59:30.805,,,48.08,2,48.10,2,56.33,36.33,,,
2016-06-28T16:59:30.336,,,48.08,2,48.10,3,56.33,36.33,,,
2016-06-28T16:59:30.306,,,48.08,2,48.09,1,56.33,36.33,,,
2016-06-28T16:59:30.306,,,48.08,1,48.09,1,56.33,36.33,,,
2016-06-28T16:59:30.306,,,48.08,1,48.10,1,56.33,36.33,,,
2016-06-28T16:59:30.306,48.08,1,48.08,2,48.10,1,56.33,36.33,48.08,47.93,38343.44
2016-06-28T16:59:29.915,,,48.08,2,48.10,1,56.33,36.33,,,
2016-06-28T16:59:29.915,,,48.08,3,48.10,1,56.33,36.33,,,
2016-06-28T16:59:29.336,,,48.08,2,48.10,1,56.33,36.33,,,
2016-06-28T16:59:28.126,,,48.09,1,48.10,1,56.33,36.33,,,
2016-06-28T16:59:27.996,,,48.09,1,48.10,2,56.33,36.33,,,
2016-06-28T16:59:27.946,,,48.08,1,48.10,2,56.33,36.33,,,
2016-06-28T16:59:27.944,48.10,2,48.08,1,48.10,4,56.33,36.33,96.20,47.93,38391.52
2016-06-28T16:59:27.616,,,48.08,1,48.10,4,56.33,36.33,,,
2016-06-28T16:59:27.616,,,48.08,1,48.10,3,56.33,36.33,,,
2016-06-28T16:59:27.616,,,48.07,8,48.10,3,56.33,36.33,,,
2016-06-28T16:59:27.606,48.09,1,48.07,8,48.09,1,56.33,36.33,48.09,47.93,38295.32
2016-06-28T16:59:27.296,,,48.07,8,48.09,1,56.33,36.33,,,
