Timestamp,Trade Price,Trade Volume,Best Bid,Bid Size,Best Ask,Ask Size,Upper Limit,Lower Limit,Turnover,Calc VWAP,Flow
2016-06-28T16:31:26.166,,,48.09,1,48.10,7,56.33,36.33,,,
2016-06-28T16:31:26.126,,,48.09,1,48.10,6,56.33,36.33,,,
2016-06-28T16:31:26.084,,,48.09,1,48.10,5,56.33,36.33,,,
2016-06-28T16:31:25.995,,,48.09,1,48.10,4,56.33,36.33,,,
2016-06-28T16:31:25.995,,,48.09,2,48.10,4,56.33,36.33,,,
2016-06-28T16:31:25.985,,,48.09,3,48.10,4,56.33,36.33,,,
2016-06-28T16:31:25.985,,,48.09,3,48.10,3,56.33,36.33,,,
2016-06-28T16:31:25.985,,,48.09,3,48.11,8,56.33,36.33,,,
2016-06-28T16:31:25.985,,,48.09,3,48.11,7,56.33,36.33,,,
2016-06-28T16:31:25.985,,,48.09,3,48.11,4,56.33,36.33,,,
2016-06-28T16:31:25.976,,,48.09,4,48.11,4,56.33,36.33,,,
2016-06-28T16:31:25.976,,,48.09,7,48.11,4,56.33,36.33,,,
2016-06-28T16:31:25.566,,,48.09,8,48.11,4,56.33,36.33,,,
2016-06-28T16:31:25.507,,,48.09,8,48.11,3,56.33,36.33,,,
2016-06-28T16:31:25.505,48.10,1,48.10,1,48.11,3,56.33,36.33,48.10,47.91,57765.71
2016-06-28T16:31:25.497,,,48.10,1,48.11,3,56.33,36.33,,,
2016-06-28T16:31:25.175,,,48.09,8,48.11,3,56.33,36.33,,,
2016-06-28T16:31:25.107,,,48.09,8,48.11,2,56.33,36.33,,,
2016-06-28T16:31:25.107,48.10,2,48.10,1,48.11,2,56.33,36.33,96.20,47.91,57813.81
2016-06-28T16:31:25.107,,,48.10,1,48.11,2,56.33,36.33,,,
2016-06-28T16:31:25.107,,,48.10,2,48.11,2,56.33,36.33,,,
2016-06-28T16:31:24.846,,,48.10,2,48.11,1,56.33,36.33,,,
2016-06-28T16:31:24.846,,,48.10,3,48.11,1,56.33,36.33,,,
2016-06-28T16:31:24.846,,,48.10,3,48.12,21,56.33,36.33,,,
2016-06-28T16:31:24.837,48.10,1,48.10,5,48.12,21,56.33,36.33,48.10,47.91,57910.01
2016-06-28T16:31:24.835,48.10,1,48.10,5,48.12,21,56.33,36.33,48.10,47.91,57958.11
2016-06-28T16:31:24.757,,,48.10,5,48.12,21,56.33,36.33,,,
2016-06-28T16:31:24.757,,,48.10,5,48.12,22,56.33,36.33,,,
2016-06-28T16:31:24.757,,,48.10,5,48.11,1,56.33,36.33,,,
2016-06-28T16:31:24.757,,,48.10,4,48.11,1,56.33,36.33,,,
2016-06-28T16:31:24.747,48.11,1,48.10,4,48.11,2,56.33,36.33,48.11,47.91,58006.21
2016-06-28T16:31:24.667,,,48.10,4,48.11,2,56.33,36.33,,,
2016-06-28T16:31:24.657,,,48.10,5,48.11,2,56.33,36.33,,,
2016-06-28T16:31:24.657,,,48.10,5,48.12,19,56.33,36.33,,,
2016-06-28T16:31:24.657,,,48.10,5,48.12,15,56.33,36.33,,,
2016-06-28T16:31:24.647,,,48.10,5,48.12,7,56.33,36.33,,,
2016-06-28T16:31:24.647,,,48.10,6,48.12,7,56.33,36.33,,,
2016-06-28T16:31:24.297,,,48.10,9,48.12,7,56.33,36.33,,,
2016-06-28T16:31:24.297,,,48.10,8,48.12,7,56.33,36.33,,,
2016-06-28T16:31:24.297,,,48.10,5,48.12,7,56.33,36.33,,,
2016-06-28T16:31:24.286,48.12,1,48.10,5,48.12,8,56.33,36.33,48.12,47.91,58054.32
2016-06-28T16:31:24.206,,,48.10,5,48.12,8,56.33,36.33,,,
2016-06-28T16:31:24.045,,,48.10,5,48.12,7,56.33,36.33,,,
2016-06-28T16:31:24.045,,,48.10,6,48.12,7,56.33,36.33,,,
2016-06-28T16:31:24.045,,,48.10,9,48.12,7,56.33,36.33,,,
2016-06-28T16:31:24.045,,,48.10,8,48.12,7,56.33,36.33,,,
2016-06-28T16:31:24.045,,,48.10,5,48.12,7,56.33,36.33,,,
2016-06-28T16:31:24.045,,,48.11,1,48.12,7,56.33,36.33,,,
2016-06-28T16:31:24.045,,,48.10,6,48.12,7,56.33,36.33,,,
2016-06-28T16:31:24.045,48.11,4,48.11,4,48.12,7,56.33,36.33,192.44,47.91,58006.20
2016-06-28T16:31:24.045,,,48.11,4,48.12,7,56.33,36.33,,,
2016-06-28T16:31:24.045,48.11,1,48.11,5,48.12,7,56.33,36.33,48.11,47.91,58198.64
2016-06-28T16:31:22.816,,,48.11,5,48.12,7,56.33,36.33,,,
2016-06-28T16:31:22.776,,,48.11,5,48.12,6,56.33,36.33,,,
2016-06-28T16:31:22.776,,,48.11,5,48.12,5,56.33,36.33,,,
2016-06-28T16:31:22.776,,,48.11,5,48.12,2,56.33,36.33,,,
2016-06-28T16:31:22.776,,,48.11,6,48.12,2,56.33,36.33,,,
2016-06-28T16:31:22.776,,,48.11,7,48.12,2,56.33,36.33,,,
2016-06-28T16:31:22.756,,,48.11,8,48.12,2,56.33,36.33,,,
2016-06-28T16:31:22.754,,,48.11,9,48.12,2,56.33,36.33,,,
2016-06-28T16:31:22.366,,,48.11,12,48.12,2,56.33,36.33,,,
2016-06-28T16:31:22.236,,,48.11,12,48.12,1,56.33,36.33,,,
2016-06-28T16:31:22.106,,,48.11,13,48.12,1,56.33,36.33,,,
2016-06-28T16:31:22.106,,,48.11,12,48.12,1,56.33,36.33,,,
2016-06-28T16:31:22.076,,,48.11,9,48.12,1,56.33,36.33,,,
2016-06-28T16:31:21.726,,,48.11,9,48.13,9,56.33,36.33,,,
2016-06-28T16:31:21.586,,,48.11,9,48.12,1,56.33,36.33,,,
2016-06-28T16:31:21.575,48.11,1,48.11,10,48.12,1,56.33,36.33,48.11,47.91,58246.75
2016-06-28T16:31:21.016,,,48.11,10,48.12,1,56.33,36.33,,,
2016-06-28T16:31:21.016,,,48.11,10,48.13,11,56.33,36.33,,,
2016-06-28T16:31:21.016,,,48.11,10,48.13,10,56.33,36.33,,,
2016-06-28T16:31:21.016,,,48.11,11,48.13,10,56.33,36.33,,,
2016-06-28T16:31:21.016,,,48.11,14,48.13,10,56.33,36.33,,,
2016-06-28T16:31:21.016,,,48.11,14,48.13,7,56.33,36.33,,,
2016-06-28T16:31:21.016,,,48.11,15,48.13,7,56.33,36.33,,,
2016-06-28T16:31:21.016,,,48.12,1,48.13,7,56.33,36.33,,,
2016-06-28T16:31:21.016,,,48.12,3,48.13,7,56.33,36.33,,,
2016-06-28T16:31:21.016,,,48.12,4,48.13,7,56.33,36.33,,,
2016-06-28T16:31:21.016,48.12,1,48.12,5,48.13,7,56.33,36.33,48.12,47.91,58294.86
2016-06-28T16:31:20.795,,,48.12,5,48.13,7,56.33,36.33,,,
2016-06-28T16:31:20.795,,,48.12,5,48.13,6,56.33,36.33,,,
2016-06-28T16:31:20.786,48.12,4,48.12,9,48.13,6,56.33,36.33,192.48,47.91,58342.98
2016-06-28T16:31:20.686,,,48.12,9,48.13,6,56.33,36.33,,,
2016-06-28T16:31:20.686,,,48.12,8,48.13,6,56.33,36.33,,,
2016-06-28T16:31:20.676,48.13,4,48.12,8,48.13,10,56.33,36.33,192.52,47.91,58535.46
2016-06-28T16:31:20.346,,,48.12,8,48.13,10,56.33,36.33,,,
2016-06-28T16:31:20.246,,,48.12,8,48.13,9,56.33,36.33,,,
2016-06-28T16:31:20.236,48.13,1,48.12,8,48.13,10,56.33,36.33,48.13,47.91,58342.94
2016-06-28T16:31:20.056,,,48.12,8,48.13,10,56.33,36.33,,,
2016-06-28T16:31:20.056,48.12,1,48.12,9,48.13,10,56.33,36.33,48.12,47.91,58294.81
2016-06-28T16:31:20.056,,,48.12,9,48.13,10,56.33,36.33,,,
2016-06-28T16:31:20.056,48.12,1,48.12,10,48.13,10,56.33,36.33,48.12,47.91,58342.93
2016-06-28T16:31:19.999,,,48.12,10,48.13,10,56.33,36.33,,,
2016-06-28T16:31:19.495,,,48.12,10,48.13,9,56.33,36.33,,,
2016-06-28T16:31:19.495,48.13,1,48.12,10,48.13,10,56.33,36.33,48.13,47.91,58391.05
2016-06-28T16:31:18.986,,,48.12,10,48.13,10,56.33,36.33,,,
2016-06-28T16:31:18.986,,,48.12,10,48.13,11,56.33,36.33,,,
2016-06-28T16:31:18.946,,,48.12,10,48.13,12,56.33,36.33,,,
2016-06-28T16:31:18.726,,,48.12,10,48.13,11,56.33,36.33,,,
2016-06-28T16:31:18.726,48.13,1,48.12,10,48.13,12,56.33,36.33,48.13,47.91,58342.92
2016-06-28T16:31:18.726,,,48.12,10,48.13,12,56.33,36.33,,,
2016-06-28T16:31:18.726,,,48.12,9,48.13,12,56.33,36.33,,,
2016-06-28T16:31:18.525,,,48.12,6,48.13,12,56.33,36.33,,,
2016-06-28T16:31:18.525,48.13,1,48.12,6,48.13,13,56.33,36.33,48.13,47.91,58294.79
2016-06-28T16:31:18.156,,,48.12,6,48.13,13,56.33,36.33,,,
2016-06-28T16:31:17.866,,,48.12,6,48.13,14,56.33,36.33,,,
2016-06-28T16:31:17.866,,,48.12,4,48.13,14,56.33,36.33,,,
2016-06-28T16:31:17.866,,,48.12,4,48.12,1,56.33,36.33,,,
2016-06-28T16:31:17.856,48.12,1,48.11,13,48.12,1,56.33,36.33,48.12,47.91,58246.66
2016-06-28T16:31:17.856,,,48.11,13,48.12,1,56.33,36.33,,,
2016-06-28T16:31:17.846,,,48.11,12,48.12,1,56.33,36.33,,,
2016-06-28T16:31:17.846,,,48.11,9,48.12,1,56.33,36.33,,,
2016-06-28T16:31:17.766,,,48.11,9,48.12,2,56.33,36.33,,,
2016-06-28T16:31:17.564,,,48.11,10,48.12,2,56.33,36.33,,,
2016-06-28T16:31:17.554,48.12,2,48.11,10,48.12,4,56.33,36.33,96.24,47.91,58294.78
2016-06-28T16:31:16.895,,,48.11,10,48.12,4,56.33,36.33,,,
2016-06-28T16:31:16.636,,,48.11,11,48.12,4,56.33,36.33,,,
2016-06-28T16:31:16.626,,,48.11,12,48.12,4,56.33,36.33,,,
2016-06-28T16:31:16.626,,,48.11,15,48.12,4,56.33,36.33,,,
2016-06-28T16:31:15.856,,,48.11,15,48.12,3,56.33,36.33,,,
2016-06-28T16:31:15.856,48.12,1,48.11,15,48.12,4,56.33,36.33,48.12,47.91,58391.02
2016-06-28T16:31:15.526,,,48.11,15,48.12,4,56.33,36.33,,,
2016-06-28T16:31:15.445,,,48.11,15,48.12,1,56.33,36.33,,,
2016-06-28T16:31:15.426,,,48.11,15,48.13,13,56.33,36.33,,,
2016-06-28T16:31:14.695,,,48.11,15,48.13,12,56.33,36.33,,,
2016-06-28T16:31:14.695,48.12,1,48.11,15,48.12,1,56.33,36.33,48.12,47.91,58439.14
2016-06-28T16:31:14.525,,,48.11,15,48.12,1,56.33,36.33,,,
2016-06-28T16:31:14.466,,,48.11,15,48.13,12,56.33,36.33,,,
2016-06-28T16:31:14.466,,,48.11,16,48.13,12,56.33,36.33,,,
2016-06-28T16:31:14.455,48.12,1,48.12,1,48.13,12,56.33,36.33,48.12,47.91,58487.26
2016-06-28T16:31:14.406,,,48.12,1,48.13,12,56.33,36.33,,,
2016-06-28T16:31:14.396,48.12,1,48.12,2,48.13,12,56.33,36.33,48.12,47.91,58535.38
2016-06-28T16:31:14.086,,,48.12,2,48.13,12,56.33,36.33,,,
2016-06-28T16:31:13.376,,,48.12,2,48.13,11,56.33,36.33,,,
2016-06-28T16:31:13.376,,,48.11,15,48.13,11,56.33,36.33,,,
2016-06-28T16:31:13.376,48.12,4,48.12,4,48.13,11,56.33,36.33,192.48,47.91,58583.50
2016-06-28T16:31:13.296,,,48.12,4,48.13,11,56.33,36.33,,,
2016-06-28T16:31:13.284,48.13,5,48.12,4,48.13,16,56.33,36.33,240.65,47.91,58775.98
2016-06-28T16:31:12.999,,,48.12,4,48.13,16,56.33,36.33,,,
2016-06-28T16:31:12.586,,,48.12,3,48.13,16,56.33,36.33,,,
2016-06-28T16:31:12.176,,,48.12,3,48.13,15,56.33,36.33,,,
2016-06-28T16:31:12.174,,,48.12,3,48.13,14,56.33,36.33,,,
2016-06-28T16:31:12.106,,,48.12,3,48.13,13,56.33,36.33,,,
2016-06-28T16:31:12.104,,,48.12,3,48.13,12,56.33,36.33,,,
2016-06-28T16:31:12.095,,,48.12,3,48.13,9,56.33,36.33,,,
2016-06-28T16:31:11.956,,,48.12,8,48.13,9,56.33,36.33,,,
2016-06-28T16:31:11.946,,,48.12,9,48.13,9,56.33,36.33,,,
2016-06-28T16:31:11.946,,,48.12,9,48.13,6,56.33,36.33,,,
2016-06-28T16:31:11.866,,,48.12,12,48.13,6,56.33,36.33,,,
2016-06-28T16:31:10.716,,,48.12,12,48.13,5,56.33,36.33,,,
2016-06-28T16:31:10.656,,,48.12,12,48.13,2,56.33,36.33,,,
2016-06-28T16:31:10.646,48.13,1,48.12,12,48.13,3,56.33,36.33,48.13,47.91,58535.33
2016-06-28T16:31:10.596,,,48.12,12,48.13,3,56.33,36.33,,,
2016-06-28T16:31:10.596,,,48.12,13,48.13,3,56.33,36.33,,,
2016-06-28T16:31:10.576,,,48.12,13,48.13,2,56.33,36.33,,,
2016-06-28T16:31:10.566,48.12,1,48.12,14,48.13,2,56.33,36.33,48.12,47.91,58487.20
2016-06-28T16:31:10.356,,,48.12,14,48.13,2,56.33,36.33,,,
2016-06-28T16:31:10.356,,,48.12,14,48.13,5,56.33,36.33,,,
2016-06-28T16:31:10.346,,,48.12,13,48.13,5,56.33,36.33,,,
2016-06-28T16:31:10.346,,,48.12,12,48.13,5,56.33,36.33,,,
2016-06-28T16:31:10.336,48.13,3,48.12,12,48.13,8,56.33,36.33,144.39,47.91,58535.32
2016-06-28T16:31:10.186,,,48.12,12,48.13,8,56.33,36.33,,,
2016-06-28T16:31:10.176,48.12,2,48.12,14,48.13,8,56.33,36.33,96.24,47.91,58390.93
2016-06-28T16:31:09.999,,,48.12,14,48.13,8,56.33,36.33,,,
2016-06-28T16:31:09.906,,,48.12,11,48.13,8,56.33,36.33,,,
2016-06-28T16:31:09.906,,,48.12,11,48.13,9,56.33,36.33,,,
2016-06-28T16:31:09.895,48.13,1,48.12,11,48.13,10,56.33,36.33,48.13,47.91,58487.17
2016-06-28T16:31:09.636,,,48.12,11,48.13,10,56.33,36.33,,,
2016-06-28T16:31:09.626,48.13,1,48.12,11,48.13,11,56.33,36.33,48.13,47.91,58439.04
2016-06-28T16:31:09.426,,,48.12,11,48.13,11,56.33,36.33,,,
2016-06-28T16:31:09.416,,,48.12,11,48.13,8,56.33,36.33,,,
2016-06-28T16:31:09.416,,,48.12,12,48.13,8,56.33,36.33,,,
2016-06-28T16:31:08.999,,,48.12,12,48.13,3,56.33,36.33,,,
2016-06-28T16:31:08.999,,,48.12,13,48.13,3,56.33,36.33,,,
2016-06-28T16:31:08.999,,,48.12,16,48.13,3,56.33,36.33,,,
2016-06-28T16:31:08.936,,,48.12,16,48.13,1,56.33,36.33,,,
2016-06-28T16:31:08.566,,,48.12,16,48.14,42,56.33,36.33,,,
2016-06-28T16:31:08.566,,,48.12,16,48.14,43,56.33,36.33,,,
2016-06-28T16:31:08.566,48.13,1,48.12,16,48.13,1,56.33,36.33,48.13,47.91,58390.91
2016-06-28T16:31:08.396,,,48.12,16,48.13,1,56.33,36.33,,,
2016-06-28T16:31:08.045,,,48.12,16,48.14,42,56.33,36.33,,,
2016-06-28T16:31:08.045,,,48.12,17,48.14,42,56.33,36.33,,,
2016-06-28T16:31:08.045,,,48.12,18,48.14,42,56.33,36.33,,,
2016-06-28T16:31:08.045,48.13,1,48.13,1,48.14,42,56.33,36.33,48.13,47.91,58342.78
2016-06-28T16:31:07.946,,,48.13,1,48.14,42,56.33,36.33,,,
2016-06-28T16:31:07.316,,,48.12,16,48.14,42,56.33,36.33,,,
2016-06-28T16:31:07.316,,,48.12,16,48.14,43,56.33,36.33,,,
2016-06-28T16:31:07.316,48.13,2,48.12,16,48.13,2,56.33,36.33,96.26,47.91,58294.65
2016-06-28T16:31:07.316,,,48.12,16,48.13,2,56.33,36.33,,,
2016-06-28T16:31:07.316,48.13,1,48.12,16,48.13,3,56.33,36.33,48.13,47.91,58198.39
2016-06-28T16:31:07.316,,,48.12,16,48.13,3,56.33,36.33,,,
2016-06-28T16:31:07.316,,,48.12,15,48.13,3,56.33,36.33,,,
2016-06-28T16:31:07.316,,,48.12,12,48.13,3,56.33,36.33,,,
2016-06-28T16:31:07.276,,,48.12,12,48.14,42,56.33,36.33,,,
2016-06-28T16:31:07.276,48.13,1,48.13,1,48.14,42,56.33,36.33,48.13,47.91,58150.26
2016-06-28T16:31:07.274,,,48.13,1,48.14,42,56.33,36.33,,,
2016-06-28T16:31:06.784,,,48.12,12,48.14,42,56.33,36.33,,,
2016-06-28T16:31:06.645,,,48.12,7,48.14,42,56.33,36.33,,,
2016-06-28T16:31:06.636,,,48.12,6,48.14,42,56.33,36.33,,,
2016-06-28T16:31:06.586,,,48.12,6,48.14,40,56.33,36.33,,,
2016-06-28T16:31:06.565,,,48.12,6,48.14,41,56.33,36.33,,,
2016-06-28T16:31:06.565,48.13,1,48.12,6,48.13,1,56.33,36.33,48.13,47.91,58102.13
2016-06-28T16:31:06.545,,,48.12,6,48.13,1,56.33,36.33,,,
2016-06-28T16:31:06.545,,,48.12,6,48.14,40,56.33,36.33,,,
2016-06-28T16:31:06.545,,,48.12,7,48.14,40,56.33,36.33,,,
2016-06-28T16:31:06.536,48.12,2,48.12,8,48.14,40,56.33,36.33,96.24,47.91,58054.00
2016-06-28T16:31:06.356,,,48.12,8,48.14,40,56.33,36.33,,,
2016-06-28T16:31:06.346,48.12,2,48.12,10,48.14,40,56.33,36.33,96.24,47.91,58150.24
2016-06-28T16:31:06.286,,,48.12,10,48.14,40,56.33,36.33,,,
2016-06-28T16:31:06.256,48.14,1,48.12,10,48.14,41,56.33,36.33,48.14,47.91,58246.48
2016-06-28T16:31:06.236,,,48.12,10,48.14,41,56.33,36.33,,,
2016-06-28T16:31:06.236,48.14,1,48.12,10,48.14,42,56.33,36.33,48.14,47.91,58198.34
2016-06-28T16:31:06.236,,,48.12,10,48.14,42,56.33,36.33,,,
2016-06-28T16:31:06.146,,,48.12,10,48.14,41,56.33,36.33,,,
2016-06-28T16:31:06.024,,,48.12,10,48.14,39,56.33,36.33,,,
2016-06-28T16:31:06.024,,,48.12,10,48.14,40,56.33,36.33,,,
2016-06-28T16:31:06.024,48.13,1,48.12,10,48.13,1,56.33,36.33,48.13,47.91,58150.20
2016-06-28T16:31:05.495,,,48.12,10,48.13,1,56.33,36.33,,,
2016-06-28T16:31:05.426,,,48.12,10,48.14,39,56.33,36.33,,,
2016-06-28T16:31:05.386,,,48.12,10,48.14,36,56.33,36.33,,,
2016-06-28T16:31:05.386,,,48.12,11,48.14,36,56.33,36.33,,,
2016-06-28T16:31:05.386,,,48.12,12,48.14,36,56.33,36.33,,,
2016-06-28T16:31:05.386,,,48.12,15,48.14,36,56.33,36.33,,,
2016-06-28T16:31:05.384,,,48.12,16,48.14,36,56.33,36.33,,,
2016-06-28T16:31:05.376,48.13,7,48.13,6,48.14,36,56.33,36.33,336.91,47.91,58102.07
2016-06-28T16:31:05.286,,,48.13,6,48.14,36,56.33,36.33,,,
2016-06-28T16:31:05.266,,,48.13,6,48.14,37,56.33,36.33,,,
2016-06-28T16:31:05.266,48.13,5,48.13,9,48.14,37,56.33,36.33,240.65,47.91,57765.16
2016-06-28T16:31:05.236,,,48.13,9,48.14,37,56.33,36.33,,,
2016-06-28T16:31:05.236,,,48.13,9,48.14,38,56.33,36.33,,,
2016-06-28T16:31:05.226,,,48.13,5,48.14,38,56.33,36.33,,,
2016-06-28T16:31:05.146,,,48.12,17,48.14,38,56.33,36.33,,,
2016-06-28T16:31:05.136,,,48.12,16,48.14,38,56.33,36.33,,,
2016-06-28T16:31:05.126,48.12,1,48.12,17,48.14,38,56.33,36.33,48.12,47.91,57524.51
2016-06-28T16:31:05.085,,,48.12,17,48.14,38,56.33,36.33,,,
2016-06-28T16:31:05.085,,,48.12,16,48.14,38,56.33,36.33,,,
2016-06-28T16:31:05.085,,,48.12,13,48.14,38,56.33,36.33,,,
2016-06-28T16:31:04.776,,,48.12,8,48.14,38,56.33,36.33,,,
2016-06-28T16:31:04.586,,,48.12,8,48.14,37,56.33,36.33,,,
2016-06-28T16:31:04.586,,,48.12,8,48.14,35,56.33,36.33,,,
2016-06-28T16:31:04.586,,,48.12,8,48.14,27,56.33,36.33,,,
2016-06-28T16:31:04.576,,,48.12,8,48.14,24,56.33,36.33,,,
2016-06-28T16:31:04.576,,,48.12,8,48.14,20,56.33,36.33,,,
2016-06-28T16:31:04.576,,,48.12,4,48.14,20,56.33,36.33,,,
2016-06-28T16:31:04.576,,,48.12,4,48.14,21,56.33,36.33,,,
2016-06-28T16:31:04.576,,,48.12,3,48.14,21,56.33,36.33,,,
2016-06-28T16:31:04.576,,,48.12,3,48.14,22,56.33,36.33,,,
2016-06-28T16:31:04.576,,,48.12,3,48.14,24,56.33,36.33,,,
2016-06-28T16:31:04.576,,,48.12,1,48.14,24,56.33,36.33,,,
2016-06-28T16:31:04.576,,,48.11,6,48.14,24,56.33,36.33,,,
2016-06-28T16:31:04.576,48.13,20,48.11,6,48.13,14,56.33,36.33,962.60,47.91,57572.63
2016-06-28T16:31:04.436,,,48.11,6,48.13,14,56.33,36.33,,,
2016-06-28T16:31:04.316,,,48.11,5,48.13,14,56.33,36.33,,,
2016-06-28T16:31:04.316,,,48.11,4,48.13,14,56.33,36.33,,,
2016-06-28T16:31:04.316,48.13,2,48.11,4,48.13,15,56.33,36.33,96.26,47.91,56610.03
2016-06-28T16:31:04.306,,,48.11,4,48.13,15,56.33,36.33,,,
2016-06-28T16:31:04.256,,,48.11,4,48.13,16,56.33,36.33,,,
2016-06-28T16:31:04.254,,,48.11,3,48.13,16,56.33,36.33,,,
2016-06-28T16:31:04.245,,,48.11,3,48.13,17,56.33,36.33,,,
2016-06-28T16:31:04.245,,,48.11,4,48.13,17,56.33,36.33,,,
2016-06-28T16:31:04.245,,,48.11,4,48.13,19,56.33,36.33,,,
2016-06-28T16:31:04.245,,,48.11,3,48.13,19,56.33,36.33,,,
2016-06-28T16:31:04.245,,,48.11,3,48.12,2,56.33,36.33,,,
2016-06-28T16:31:04.245,,,48.11,3,48.13,17,56.33,36.33,,,
2016-06-28T16:31:04.245,,,48.11,4,48.13,17,56.33,36.33,,,
2016-06-28T16:31:04.245,,,48.11,4,48.13,25,56.33,36.33,,,
2016-06-28T16:31:04.245,,,48.11,4,48.13,29,56.33,36.33,,,
2016-06-28T16:31:04.245,,,48.11,4,48.13,30,56.33,36.33,,,
2016-06-28T16:31:04.245,,,48.11,4,48.13,22,56.33,36.33,,,
2016-06-28T16:31:04.245,,,48.11,4,48.13,19,56.33,36.33,,,
2016-06-28T16:31:04.236,,,48.11,4,48.13,15,56.33,36.33,,,
2016-06-28T16:31:04.236,,,48.11,3,48.13,15,56.33,36.33,,,
2016-06-28T16:31:04.236,,,48.11,2,48.13,15,56.33,36.33,,,
2016-06-28T16:31:04.236,,,48.11,2,48.13,16,56.33,36.33,,,
2016-06-28T16:31:04.236,,,48.11,3,48.13,16,56.33,36.33,,,
2016-06-28T16:31:04.236,,,48.11,6,48.13,16,56.33,36.33,,,
2016-06-28T16:31:04.236,,,48.11,5,48.13,16,56.33,36.33,,,
2016-06-28T16:31:04.236,,,48.11,5,48.13,17,56.33,36.33,,,
2016-06-28T16:31:04.236,,,48.11,5,48.13,18,56.33,36.33,,,
2016-06-28T16:31:04.236,,,48.11,6,48.13,18,56.33,36.33,,,
2016-06-28T16:31:04.236,,,48.11,6,48.13,19,56.33,36.33,,,
2016-06-28T16:31:04.226,,,48.11,6,48.13,23,56.33,36.33,,,
2016-06-28T16:31:04.226,,,48.11,6,48.13,24,56.33,36.33,,,
2016-06-28T16:31:04.226,,,48.11,5,48.13,24,56.33,36.33,,,
2016-06-28T16:31:04.226,,,48.11,2,48.13,24,56.33,36.33,,,
2016-06-28T16:31:04.226,,,48.11,2,48.13,25,56.33,36.33,,,
2016-06-28T16:31:04.226,,,48.11,2,48.13,27,56.33,36.33,,,
2016-06-28T16:31:04.226,,,48.11,1,48.13,27,56.33,36.33,,,
2016-06-28T16:31:04.226,,,48.10,3,48.13,27,56.33,36.33,,,
2016-06-28T16:31:04.226,,,48.10,3,48.13,26,56.33,36.33,,,
2016-06-28T16:31:04.226,,,48.10,3,48.12,2,56.33,36.33,,,
2016-06-28T16:31:04.226,,,48.10,3,48.12,32,56.33,36.33,,,
2016-06-28T16:31:04.226,48.13,2,48.10,3,48.11,8,56.33,36.33,96.26,47.91,56513.77
2016-06-28T16:31:04.216,48.12,35,48.10,3,48.11,8,56.33,36.33,1684.20,47.91,56417.51
2016-06-28T16:31:04.214,48.11,8,48.10,3,48.11,8,56.33,36.33,384.88,47.91,54733.31
2016-06-28T16:31:04.036,,,48.10,3,48.11,8,56.33,36.33,,,
2016-06-28T16:31:04.036,,,48.10,2,48.11,8,56.33,36.33,,,
2016-06-28T16:31:04.036,,,48.09,8,48.11,8,56.33,36.33,,,
2016-06-28T16:31:04.036,48.10,1,48.09,8,48.10,1,56.33,36.33,48.10,47.91,54348.43
2016-06-28T16:31:03.906,,,48.09,8,48.10,1,56.33,36.33,,,
2016-06-28T16:31:03.906,,,48.09,8,48.10,2,56.33,36.33,,,
2016-06-28T16:31:03.906,,,48.09,7,48.10,2,56.33,36.33,,,
2016-06-28T16:31:03.906,,,48.09,7,48.10,3,56.33,36.33,,,
2016-06-28T16:31:03.836,,,48.09,4,48.10,3,56.33,36.33,,,
2016-06-28T16:31:03.816,,,48.09,4,48.10,4,56.33,36.33,,,
2016-06-28T16:31:03.804,,,48.09,4,48.10,3,56.33,36.33,,,
2016-06-28T16:31:03.804,,,48.09,4,48.10,2,56.33,36.33,,,
2016-06-28T16:31:03.804,,,48.09,4,48.10,1,56.33,36.33,,,
2016-06-28T16:31:03.804,,,48.09,4,48.10,2,56.33,36.33,,,
2016-06-28T16:31:03.804,,,48.09,5,48.10,2,56.33,36.33,,,
2016-06-28T16:31:03.804,,,48.09,5,48.10,3,56.33,36.33,,,
2016-06-28T16:31:03.804,48.09,1,48.09,6,48.10,3,56.33,36.33,48.09,47.91,54300.33
2016-06-28T16:31:03.804,,,48.09,6,48.10,3,56.33,36.33,,,
2016-06-28T16:31:03.804,,,48.09,7,48.10,3,56.33,36.33,,,
2016-06-28T16:31:03.804,,,48.09,6,48.10,3,56.33,36.33,,,
2016-06-28T16:31:03.804,48.10,1,48.09,6,48.10,4,56.33,36.33,48.10,47.91,54348.42
2016-06-28T16:31:03.804,,,48.09,6,48.10,4,56.33,36.33,,,
2016-06-28T16:31:03.804,,,48.09,6,48.10,3,56.33,36.33,,,
2016-06-28T16:31:03.804,,,48.09,6,48.10,2,56.33,36.33,,,
2016-06-28T16:31:03.804,,,48.09,6,48.11,2,56.33,36.33,,,
2016-06-28T16:31:03.804,,,48.09,16,48.11,2,56.33,36.33,,,
2016-06-28T16:31:03.804,48.09,10,48.10,15,48.11,2,56.33,36.33,480.90,47.91,54300.32
2016-06-28T16:31:03.804,48.10,16,48.10,15,48.11,2,56.33,36.33,769.60,47.91,54781.22
2016-06-28T16:31:03.576,,,48.10,15,48.11,2,56.33,36.33,,,
2016-06-28T16:31:03.566,48.11,1,48.10,15,48.11,3,56.33,36.33,48.11,47.91,55550.82
2016-06-28T16:31:03.516,,,48.10,15,48.11,3,56.33,36.33,,,
2016-06-28T16:31:03.436,,,48.10,15,48.12,32,56.33,36.33,,,
2016-06-28T16:31:03.436,,,48.10,15,48.12,30,56.33,36.33,,,
